gender	age	Average_age	Types
M	25	50.02	['Drama', 'Thriller', 'Action', 'Comedy', 'Film-Noir']
M	35	42.84	['Drama', 'Comedy', 'Thriller', 'Adventure', 'War']
M	25	23.2	['Drama', 'Action', 'Thriller', 'Comedy', 'Adventure']
M	25	38.86	['Drama', 'Comedy', 'Romance', 'Musical', 'Documentary']
M	18	22.36	['Drama', 'Comedy', 'Thriller', 'Action', 'Crime']
M	25	33.54	['Drama', 'Action', 'War', 'Comedy', 'Crime']
F	45	57.7	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	25	35.82	['Comedy', 'Drama', 'Action', 'Horror', 'Western']
M	25	27.86	['Drama', 'Comedy', 'Action', 'Adventure', 'Sci-Fi']
M	25	31.68	['Drama', 'Action', 'Thriller', 'Comedy', 'Sci-Fi']
M	45	61.7	['Drama', 'Comedy', 'Film-Noir', 'War', 'Thriller']
M	25	40.78	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
F	25	20.56	['Drama', 'Comedy', 'Animation', 'Documentary', 'Action']
F	25	38.58	['Drama', 'Comedy', 'Action', 'Adventure', 'Crime']
M	35	33.98	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	56	42.68	['Drama', 'Documentary', 'Comedy', 'Film-Noir', 'War']
F	25	28.68	['Drama', 'Comedy', 'Action', 'Crime', 'Animation']
M	45	46.54	['Drama', 'Documentary', 'War', 'Action', 'Crime']
M	35	47.98	['Drama', 'Horror', 'Thriller', 'Documentary', 'War']
M	50	31.44	['Drama', 'Comedy', 'Documentary', 'Animation', "Children's"]
F	45	39.26	['Drama', 'Comedy', 'Thriller', 'War', 'Crime']
M	18	26.14	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
F	25	50.64	['Drama', 'Comedy', 'War', 'Documentary', 'Thriller']
M	50	42.3	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Animation']
F	45	28.98	['Drama', 'Comedy', 'Romance', 'Adventure', 'Action']
F	35	42.18	['Drama', 'Action', 'Comedy', 'War', 'Crime']
M	25	40.08	['Drama', 'Comedy', 'War', 'Thriller', 'Animation']
M	1	21.86	['Drama', 'Comedy', 'Documentary', 'Romance', 'Action']
M	56	46.34	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	35	44.32	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Animation']
M	1	34.68	['Drama', 'Romance', 'Action', 'Comedy', 'Musical']
M	25	27.08	['Comedy', 'Action', 'Drama', 'Animation', 'Adventure']
M	18	33.82	['Drama', 'Thriller', 'Comedy', 'Documentary', 'Crime']
M	18	24.8	['Drama', 'Comedy', 'Action', 'Thriller', 'Adventure']
M	25	40.02	['Drama', 'Thriller', 'War', 'Crime', 'Comedy']
M	25	21.52	['Drama', 'Comedy', 'Animation', 'Documentary', 'Romance']
M	18	44.32	['Drama', 'Action', 'Thriller', 'Film-Noir', 'Crime']
F	18	32.86	['Drama', 'Comedy', 'Action', 'Crime', 'Thriller']
F	35	47.08	['Drama', 'Comedy', 'War', 'Adventure', 'Romance']
F	45	27.66	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	25	44.56	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
F	25	40.16	['Drama', 'Comedy', 'Documentary', 'Romance', 'Animation']
M	25	30.76	['Drama', 'Crime', 'Comedy', 'Documentary', 'Romance']
M	25	44.82	['Drama', 'Thriller', 'War', 'Action', 'Comedy']
M	35	30.84	['Drama', 'Action', 'Comedy', 'Adventure', 'Thriller']
F	35	40.32	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
M	25	26.9	['Comedy', 'Drama', 'Action', 'Thriller', 'Adventure']
M	18	33.72	['Drama', 'Comedy', 'War', 'Romance', 'Animation']
M	35	38.1	['Drama', 'Documentary', 'Comedy', 'War', 'Thriller']
M	25	36.88	['Drama', 'Comedy', 'Action', 'Crime', 'Adventure']
M	25	50.7	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	25	34.1	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
M	56	40.16	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	35	56.8	['Drama', 'War', 'Action', 'Romance', 'Comedy']
M	18	30.32	['Drama', 'Comedy', 'Action', 'Documentary', 'Crime']
M	50	43.98	['Drama', 'Thriller', 'Crime', 'War', 'Action']
F	35	39.12	['Drama', 'Comedy', 'Romance', 'Thriller', 'Animation']
M	35	43.54	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	18	32.18	['Drama', 'Action', 'Crime', 'Comedy', 'Adventure']
M	56	38.34	['Drama', 'Comedy', 'Documentary', 'Action', 'War']
M	25	37.24	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
F	18	42.08	['Drama', 'War', 'Documentary', 'Adventure', 'Comedy']
F	18	27.32	['Drama', 'Action', 'War', 'Comedy', 'Thriller']
M	25	32.16	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
M	25	36.56	['Drama', 'Action', 'Thriller', 'War', 'Sci-Fi']
M	25	25.64	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
F	56	31.36	['Drama', 'Comedy', 'War', 'Crime', 'Adventure']
F	35	42.4	['Drama', 'Romance', "Children's", 'Musical', 'Comedy']
M	50	45.08	['Drama', 'Comedy', 'Action', 'Thriller', 'Film-Noir']
M	25	44.86	['Drama', 'Action', 'Comedy', 'Thriller', 'Crime']
M	25	37.92	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
M	35	34.76	['Drama', 'War', 'Action', 'Comedy', 'Crime']
M	35	46.62	['Drama', 'Comedy', 'War', 'Crime', 'Romance']
M	45	40.16	['Drama', 'Comedy', 'Thriller', 'War', 'Crime']
F	35	41.26	['Drama', 'Comedy', 'Romance', 'Musical', 'Animation']
M	18	36.34	['Drama', 'Horror', 'Comedy', 'Crime', 'War']
M	18	28.36	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	25	38.58	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
M	35	42.68	['Drama', 'Comedy', 'Crime', 'War', 'Action']
M	50	44.8	['Drama', 'Comedy', 'Thriller', 'Animation', 'Action']
M	25	34.62	['Drama', 'Action', 'Comedy', "Children's", 'Thriller']
F	18	30.1	['Drama', 'Comedy', 'Romance', "Children's", 'Documentary']
F	25	34.64	['Drama', 'Action', 'War', 'Comedy', 'Crime']
M	25	29.96	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	18	27.12	['Drama', 'Comedy', 'Crime', 'Documentary', 'Thriller']
F	25	27.52	['Drama', 'Action', 'Comedy', 'Adventure', 'Documentary']
M	35	43.32	['Drama', 'War', 'Action', 'Comedy', 'Crime']
M	18	32.66	['Drama', 'Action', 'War', 'Adventure', 'Comedy']
M	25	41.16	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	56	55.26	['Drama', 'Comedy', 'War', 'Romance', 'Adventure']
M	56	38.38	['Drama', 'Comedy', 'Thriller', 'War', 'Adventure']
F	25	38.62	['Drama', 'Comedy', 'Documentary', 'War', 'Action']
F	1	27.2	['Drama', 'Comedy', 'Documentary', 'Romance', 'Adventure']
M	1	29.02	['Drama', 'Action', 'Crime', 'Thriller', 'Adventure']
M	25	42.28	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Sci-Fi']
M	25	40.7	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
F	35	40.04	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
M	18	28.68	['Drama', 'Crime', 'Action', 'Comedy', 'Thriller']
M	25	49.72	['Drama', 'Comedy', 'War', 'Romance', 'Documentary']
M	18	27.1	['Drama', 'Comedy', 'Animation', 'Documentary', 'Action']
M	25	30.8	['Drama', 'Thriller', 'Action', 'War', 'Crime']
M	45	55.84	['Comedy', 'Drama', 'Romance', 'Musical', 'Animation']
M	25	48.22	['Drama', 'Comedy', 'Thriller', 'Adventure', 'War']
M	25	32.96	['Drama', 'Comedy', 'Action', 'War', 'Thriller']
M	25	43.12	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Mystery']
M	18	28.54	['Drama', 'Comedy', 'Documentary', 'Action', 'Romance']
F	18	41.9	['Drama', 'Action', 'Comedy', 'Adventure', 'War']
F	35	54.12	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Romance']
M	35	37.54	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
M	35	52.68	['Drama', 'War', 'Adventure', 'Thriller', 'Comedy']
F	56	34.32	['Drama', 'War', 'Action', 'Comedy', 'Crime']
M	56	47.96	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Film-Noir']
F	25	27.14	['Drama', 'Comedy', 'Action', 'Romance', 'Adventure']
M	50	37.06	['Drama', 'War', 'Action', 'Comedy', 'Thriller']
M	25	37.36	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	35	40.96	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Thriller']
F	18	24.14	['Drama', 'Comedy', 'Romance', 'Animation', 'Documentary']
F	25	35.92	['Drama', 'Action', 'Thriller', 'War', 'Crime']
F	25	45.88	['Drama', 'Comedy', 'Documentary', 'Romance', 'War']
M	18	22.98	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	39.82	['Drama', 'War', 'Comedy', 'Crime', 'Action']
M	25	34.96	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Crime']
M	50	43.96	['Drama', 'Comedy', 'Crime', 'Thriller', 'Film-Noir']
M	25	35.68	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
F	1	22.22	['Drama', 'Comedy', 'Romance', 'Documentary', "Children's"]
M	56	32.96	['Drama', 'Comedy', 'War', 'Action', 'Adventure']
M	1	35.98	['Drama', 'Comedy', 'Romance', 'Musical', "Children's"]
M	18	37.84	['Drama', 'Comedy', 'Documentary', 'Animation', 'Thriller']
M	50	44.62	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
F	50	47.28	['Drama', 'Comedy', 'Romance', 'Thriller', 'Mystery']
M	35	47.76	['Drama', 'Thriller', 'Comedy', 'War', 'Documentary']
M	1	48.68	['Drama', 'Comedy', 'Documentary', 'War', 'Film-Noir']
F	35	45.9	['Drama', 'Comedy', 'Thriller', 'Romance', 'Film-Noir']
M	50	45.74	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	25	32.54	['Drama', 'Action', 'Comedy', 'Animation', 'Crime']
M	18	24.6	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
M	25	51.12	['Drama', 'Comedy', 'Romance', 'Thriller', 'Mystery']
M	45	39.42	['Drama', 'Comedy', 'Thriller', 'Crime', 'Film-Noir']
F	25	42.48	['Drama', 'Comedy', 'War', 'Action', 'Romance']
M	45	34.72	['Drama', 'Romance', 'Comedy', 'Musical', 'Documentary']
M	25	47.62	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	25	33.3	['Drama', 'War', 'Thriller', 'Comedy', 'Action']
M	56	53.68	['Drama', 'Comedy', 'Romance', 'Thriller', 'Documentary']
M	56	51.0	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
F	25	23.48	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
F	35	28.2	['Drama', 'Comedy', 'Documentary', 'Animation', 'Romance']
F	35	30.22	['Drama', 'Crime', 'War', 'Thriller', 'Comedy']
F	45	26.7	['Drama', 'Romance', 'Comedy', 'War', 'Documentary']
M	45	43.94	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	25	33.54	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	25	29.68	['Drama', 'Documentary', 'Comedy', 'Crime', 'Thriller']
M	25	24.48	['Drama', 'Comedy', 'Animation', 'Documentary', 'Crime']
M	50	46.74	['Drama', 'War', 'Thriller', 'Comedy', 'Adventure']
M	35	36.7	['Drama', 'Comedy', 'Documentary', 'War', 'Musical']
M	1	25.34	['Drama', 'Action', 'Comedy', 'Thriller', 'Romance']
M	25	25.14	['Drama', 'Crime', 'Documentary', 'Comedy', 'Thriller']
F	18	39.42	['Drama', 'Comedy', 'Action', 'Thriller', 'Animation']
M	18	38.0	['Drama', 'Action', 'War', 'Sci-Fi', 'Thriller']
M	25	38.32	['Drama', 'Comedy', 'Action', 'Thriller', 'War']
F	25	46.6	['Drama', 'Comedy', 'Romance', 'Thriller', 'Mystery']
M	50	41.06	['Drama', 'Comedy', 'War', 'Thriller', 'Action']
M	25	34.6	['Drama', 'Comedy', 'Action', 'Adventure', 'Crime']
M	25	27.5	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
M	35	31.76	['Drama', 'Action', 'Thriller', 'Comedy', 'Sci-Fi']
F	25	44.46	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	45	41.9	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
M	56	33.32	['Drama', 'Comedy', 'Documentary', 'War', 'Romance']
F	45	42.04	['Drama', 'Thriller', 'Crime', 'Action', 'Film-Noir']
M	35	23.46	['Action', 'Drama', 'Thriller', 'Adventure', 'Comedy']
M	56	47.04	['Drama', 'Documentary', 'Comedy', 'Thriller', 'Film-Noir']
F	18	30.84	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	45	32.02	['Drama', 'Comedy', 'War', 'Action', 'Romance']
M	25	41.88	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
F	1	22.96	['Drama', 'Comedy', 'Action', 'Romance', 'Adventure']
F	18	27.9	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	35	37.24	['Drama', 'Crime', 'Thriller', 'War', 'Documentary']
F	25	29.4	['Drama', 'Comedy', 'Action', 'Romance', 'Adventure']
F	56	50.38	['Drama', 'War', 'Romance', 'Comedy', 'Adventure']
F	56	48.82	['Drama', 'Comedy', 'Romance', 'War', 'Adventure']
M	25	29.3	['Action', 'Drama', 'Comedy', 'Thriller', 'Sci-Fi']
M	50	45.44	['Drama', 'Comedy', 'Action', 'Adventure', 'War']
F	50	35.0	['Drama', 'Comedy', 'Documentary', 'Crime', 'Action']
M	25	36.72	['Comedy', 'Drama', 'Action', 'Adventure', 'War']
M	1	22.0	['Drama', 'Comedy', 'War', 'Documentary', 'Animation']
F	25	45.86	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'War']
M	35	36.14	['Drama', 'Comedy', 'Romance', 'Documentary', 'Animation']
M	18	42.14	['Drama', 'Comedy', 'Documentary', 'Crime', 'Sci-Fi']
M	35	46.8	['Drama', 'Comedy', 'War', 'Documentary', 'Mystery']
F	35	23.5	['Drama', 'Comedy', 'Romance', 'Crime', 'Documentary']
M	25	47.5	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'War']
M	50	39.76	['Drama', 'Comedy', 'Thriller', 'Animation', 'Romance']
M	45	32.8	['Comedy', 'Action', 'Drama', 'Sci-Fi', 'Animation']
M	25	42.68	['Drama', 'Crime', 'Comedy', 'War', 'Thriller']
F	25	22.54	['Drama', 'Comedy', 'Animation', 'Documentary', 'Romance']
M	25	35.7	['Drama', 'Action', 'Crime', 'War', 'Thriller']
M	35	31.26	['Drama', 'Comedy', 'Animation', 'Documentary', 'Action']
F	35	44.22	['Drama', 'War', 'Comedy', 'Crime', 'Action']
F	50	29.64	['Drama', 'Romance', 'Comedy', 'Action', 'Thriller']
M	18	53.1	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Romance']
F	50	33.36	['Drama', 'Thriller', 'Comedy', 'War', 'Action']
M	35	36.46	['Drama', 'Thriller', 'Crime', 'Comedy', 'War']
M	35	38.72	['Drama', 'Comedy', 'Action', 'Crime', 'War']
M	25	40.22	['Drama', 'Comedy', 'Thriller', 'War', 'Mystery']
F	25	31.08	['Drama', 'Action', 'Adventure', "Children's", 'War']
M	56	42.12	['Drama', 'Thriller', 'War', 'Crime', 'Horror']
F	35	44.26	['Drama', 'Comedy', 'Crime', 'Action', 'War']
M	18	26.4	['Comedy', 'Drama', 'Action', 'Adventure', 'War']
M	25	29.34	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	25	31.14	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	50	51.28	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Crime']
M	25	34.1	['Drama', 'Comedy', 'Animation', 'Action', 'War']
M	18	32.28	['Drama', 'Comedy', 'Animation', 'Adventure', 'Action']
M	25	40.96	['Drama', 'Comedy', 'Crime', 'Thriller', 'Documentary']
F	45	35.56	['Drama', 'Comedy', 'War', 'Romance', 'Documentary']
M	25	25.18	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
F	56	28.86	['Drama', 'Comedy', 'Romance', 'Crime', 'Documentary']
M	18	24.34	['Drama', 'Comedy', 'Crime', 'Thriller', 'Documentary']
M	25	36.28	['Drama', 'Comedy', 'Thriller', 'Animation', 'War']
M	18	28.9	['Drama', 'Comedy', 'War', 'Thriller', 'Documentary']
M	35	38.4	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Romance']
F	50	41.98	['Drama', 'War', 'Comedy', 'Action', 'Film-Noir']
M	50	36.08	['Drama', 'Comedy', 'Animation', 'Documentary', 'Romance']
F	25	27.48	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
F	45	50.24	['Drama', 'Comedy', 'Romance', 'Animation', 'War']
F	18	33.12	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	25	24.54	['Drama', 'Comedy', 'Action', 'Thriller', 'Animation']
M	35	42.0	['Drama', 'War', 'Action', 'Adventure', 'Comedy']
M	25	40.74	['Drama', 'Documentary', 'Comedy', 'Crime', 'Thriller']
M	45	33.9	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
M	25	36.5	['Drama', 'Comedy', 'War', 'Documentary', 'Romance']
F	25	36.42	['Drama', 'Romance', 'Musical', 'War', 'Comedy']
F	18	25.74	['Drama', 'Action', "Children's", 'Animation', 'Comedy']
M	25	34.02	['Drama', 'Action', 'Thriller', 'Crime', 'Comedy']
F	35	27.08	['Drama', 'Comedy', 'Action', 'Romance', 'Adventure']
M	18	25.36	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
M	18	49.0	['Drama', 'Comedy', 'War', 'Thriller', 'Film-Noir']
M	35	27.86	['Drama', 'Action', 'Thriller', 'Comedy', 'War']
F	45	30.34	['Drama', 'Romance', 'Comedy', "Children's", 'War']
M	35	32.36	['Comedy', 'Romance', 'Animation', 'Drama', "Children's"]
M	25	27.1	['Drama', 'Comedy', 'Adventure', 'Action', 'War']
M	25	32.78	['Drama', 'Action', 'Crime', 'Comedy', 'Thriller']
M	35	51.34	['Drama', 'War', 'Action', 'Mystery', 'Adventure']
F	45	32.34	['Drama', 'Comedy', 'Documentary', 'Romance', 'Sci-Fi']
M	25	38.06	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	45	25.3	['Action', 'Drama', 'Comedy', 'Adventure', 'Thriller']
M	35	48.0	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'War']
F	18	21.52	['Drama', 'Comedy', 'Romance', 'War', "Children's"]
M	18	29.92	['Drama', 'Comedy', 'Documentary', 'Sci-Fi', 'Horror']
M	35	47.22	['Drama', 'Comedy', 'War', 'Film-Noir', 'Thriller']
M	25	48.86	['Drama', 'Thriller', 'Film-Noir', 'Crime', 'War']
M	25	37.34	['Horror', 'Drama', 'Comedy', 'Thriller', 'Sci-Fi']
M	18	25.96	['Drama', 'Action', 'War', 'Comedy', 'Adventure']
F	1	40.38	['Drama', 'Documentary', 'Thriller', 'Sci-Fi', 'Crime']
M	25	24.66	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Crime']
M	1	32.74	['Action', 'Horror', 'Drama', 'Sci-Fi', 'Thriller']
F	18	28.34	['Drama', 'Comedy', 'Documentary', 'Romance', 'Action']
M	18	26.14	['Drama', 'Comedy', 'Action', 'Crime', 'Thriller']
M	25	47.56	['Drama', 'War', 'Thriller', 'Action', 'Film-Noir']
M	35	37.14	['Drama', 'Comedy', 'Thriller', 'Action', 'Romance']
M	25	34.04	['Drama', 'Action', 'Thriller', 'Comedy', 'Crime']
M	18	31.5	['Drama', 'Action', 'Comedy', 'War', 'Thriller']
F	25	40.62	['Drama', 'Comedy', 'Film-Noir', 'Romance', 'Crime']
M	35	44.58	['Drama', 'Comedy', 'War', 'Film-Noir', 'Crime']
F	35	46.4	['Drama', 'Comedy', 'Documentary', 'Romance', 'Film-Noir']
F	18	40.72	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Film-Noir']
M	35	42.02	['Drama', 'Thriller', 'Comedy', 'Film-Noir', 'Crime']
F	50	46.2	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Mystery']
M	35	36.76	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
M	25	33.74	['Drama', 'Crime', 'Documentary', 'Action', 'Comedy']
M	25	43.78	['Drama', 'Comedy', 'Action', 'War', 'Adventure']
M	45	35.74	['Drama', 'Crime', 'Thriller', 'Action', 'Documentary']
F	35	51.32	['Drama', 'Comedy', 'Thriller', 'Mystery', 'Romance']
F	45	37.98	['Drama', 'War', 'Crime', 'Comedy', 'Adventure']
M	1	25.08	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	35	35.72	['Drama', 'Comedy', 'Action', 'Romance', 'Documentary']
M	1	31.46	['Action', 'Drama', 'War', 'Comedy', 'Sci-Fi']
M	45	47.56	['Drama', 'Comedy', 'Thriller', 'Film-Noir', 'Romance']
M	25	38.02	['Drama', 'Comedy', 'War', 'Film-Noir', 'Animation']
F	25	33.86	['Drama', 'Documentary', 'Comedy', 'War', 'Sci-Fi']
M	18	32.4	['Drama', 'Comedy', 'Documentary', 'War', 'Thriller']
M	35	50.2	['Drama', 'Comedy', 'Romance', 'Film-Noir', 'Thriller']
M	25	28.6	['Drama', 'Comedy', 'Documentary', 'Animation', 'War']
M	50	41.02	['Drama', 'Action', 'War', 'Thriller', 'Comedy']
M	25	41.44	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Crime']
F	25	35.94	['Drama', 'Comedy', 'War', 'Thriller', 'Crime']
M	25	26.3	['Action', 'Drama', 'Comedy', 'Thriller', 'Adventure']
M	18	24.38	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
M	25	29.18	['Drama', 'Action', 'Crime', 'Adventure', 'Comedy']
F	35	29.26	['Drama', 'Documentary', 'Crime', 'Comedy', 'Horror']
M	25	31.22	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Crime']
M	35	29.66	['Drama', 'Action', 'War', 'Thriller', 'Adventure']
F	50	34.94	['Drama', 'Comedy', 'Documentary', 'Romance', 'Adventure']
M	45	24.56	['Drama', 'Action', 'Thriller', 'Romance', 'Adventure']
M	25	43.64	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'Crime']
M	35	24.86	['Drama', 'Comedy', 'Action', 'Thriller', 'Sci-Fi']
M	25	32.5	['Drama', 'Crime', 'Comedy', 'Thriller', 'Action']
M	35	48.2	['Drama', 'Comedy', 'Crime', 'War', 'Action']
M	18	27.92	['Drama', 'Documentary', 'Comedy', 'Romance', 'Thriller']
M	25	32.04	['Drama', 'Comedy', 'War', 'Musical', 'Action']
M	18	34.42	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
M	18	18.98	['Drama', 'Comedy', 'Action', 'Romance', 'War']
M	25	52.2	['Drama', 'Comedy', 'Film-Noir', 'Thriller', 'Documentary']
M	25	45.14	['Drama', 'Comedy', 'Documentary', 'Crime', 'Thriller']
M	25	28.64	['Drama', 'Comedy', 'Documentary', 'Animation', 'Action']
M	50	48.98	['Drama', 'War', 'Action', 'Comedy', 'Adventure']
F	25	38.8	['Drama', 'Comedy', 'Film-Noir', 'Action', 'Documentary']
F	35	40.96	['Drama', 'Comedy', 'War', 'Romance', 'Thriller']
F	25	40.62	['Drama', 'Comedy', 'Animation', 'War', 'Romance']
F	18	44.0	['Drama', 'Horror', 'Action', 'Comedy', 'Thriller']
M	18	25.22	['Drama', 'Comedy', 'Thriller', 'Crime', 'Animation']
M	25	44.66	['Drama', 'Comedy', 'Thriller', 'Documentary', 'War']
M	25	32.2	['Action', 'Drama', 'Comedy', 'War', 'Thriller']
M	25	53.26	['Drama', 'Comedy', 'Documentary', 'Film-Noir', 'War']
M	35	38.98	['Drama', 'Comedy', 'Documentary', 'Crime', 'Animation']
F	25	37.16	['Drama', 'Comedy', 'Documentary', 'Adventure', 'Romance']
M	45	40.1	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Romance']
M	18	53.9	['Drama', 'Film-Noir', 'Comedy', 'War', 'Thriller']
M	35	42.64	['Drama', 'Comedy', 'War', 'Film-Noir', 'Crime']
F	18	23.16	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
M	35	50.34	['Drama', 'Thriller', 'Film-Noir', 'War', 'Adventure']
M	50	43.14	['Drama', 'Comedy', 'Film-Noir', 'War', 'Animation']
M	35	48.5	['Drama', 'Comedy', 'War', 'Thriller', 'Romance']
F	1	34.1	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
M	35	42.72	['Drama', 'Action', 'War', 'Adventure', 'Thriller']
M	50	54.88	['Comedy', 'Romance', 'Drama', 'Musical', 'Thriller']
M	25	32.76	['Action', 'Drama', 'Thriller', 'Adventure', 'War']
M	18	23.36	['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action']
M	25	33.08	['Drama', 'Comedy', 'Thriller', 'Crime', 'War']
F	50	38.3	['Drama', 'War', 'Action', 'Thriller', 'Comedy']
M	25	46.42	['Drama', 'Comedy', 'Documentary', 'Thriller', 'Film-Noir']
M	35	36.52	['Drama', 'Comedy', 'War', 'Action', 'Thriller']
M	50	48.36	['Drama', 'War', 'Action', 'Adventure', 'Comedy']
F	35	29.04	['Drama', 'Romance', 'Comedy', "Children's", 'Documentary']
F	45	35.72	['Drama', 'Comedy', 'Romance', 'Animation', 'Adventure']
M	45	53.96	['Drama', 'Comedy', 'War', 'Adventure', 'Action']
M	25	26.14	['Drama', 'Action', 'Comedy', 'Thriller', 'War']
F	45	36.56	['Drama', 'Comedy', 'War', 'Crime', 'Action']
M	45	36.3	['Drama', 'Comedy', 'Thriller', 'Documentary', 'Film-Noir']
M	35	44.64	['Drama', 'Comedy', 'War', 'Animation', 'Action']
M	50	51.52	['Drama', 'Comedy', 'Thriller', 'Romance', 'Animation']
M	35	32.6	['Drama', 'Comedy', 'War', 'Action', 'Romance']
M	56	38.98	['Drama', 'Comedy', 'War', 'Romance', 'Action']
F	45	43.44	['Drama', 'Thriller', 'Crime', 'War', 'Film-Noir']
M	1	26.38	['Drama', 'Action', 'Comedy', 'Thriller', 'Adventure']
M	25	44.1	['Drama', 'War', 'Comedy', 'Action', 'Adventure']
M	50	35.74	['Drama', 'Comedy', 'Action', 'War', 'Crime']
M	50	35.24	['Drama', 'War', 'Comedy', 'Action', 'Thriller']
M	35	53.92	['Drama', 'Comedy', 'Romance', 'War', 'Thriller']
F	35	47.24	['Drama', 'Documentary', 'Comedy', 'Action', 'Thriller']
M	56	32.04	['Drama', 'Horror', 'Thriller', 'Action', 'Comedy']
